# name,planet_status,mass_eu,mass_jup,star_mass,star_radius,star_teff,star_distance,radius_eu,Radius_estimate (EU),radius_jup,geometric_albedo,ra,dec,semi_major_axis,molecules,star_name,Bulk Density (g/cm3),Escape Vel (EU),ESI_radius,ESI_Bulk_Dens,ESI_Internal,ESI_Esc_Velocity,Effective Temperature (K),ESI_Eff_Temp,ESI_Surface,ESI_Global,X-Coord,Y-Coord,Z-Coord,Ra_Radians ,Dec_Radians,,Revenue1,Revenue2
TRAPPIST-1 d,Confirmed,0.413179,0.0013,0.08,0.117,2560,12.1,0.7560586268,0.7560586268,0.0689,0.3,346.6208333,-5.041388896,0.02144,H2O,TRAPPIST-1,5.270844394,0.7392320103,0.8610858604,0.9778166165,0.94684,0.85007,293.7698928,0.9900821737,0.9188220246,0.9327251274,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,66.83,134.24
GJ 273 b,Confirmed,2.9303926,0.00922,0.29,0.293,3382,3.8,0,1.342572266,,0.3,111.8520417,5.225777789,0.091,,GJ 273,6.676074409,1.477350181,0.8537623487,0.9043109069,0.90586,0.80731,297.6649063,0.9834975492,0.8857320614,0.8957394631,3.512303153,0.321237991,-1.414401893,1.95,0.09,,49.90,100.37
TRAPPIST-1 e,Confirmed,0.63566,0.002,0.08,0.117,2560,12.1,0.8987111979,0.8987111979,0.0819,0.3,346.6208333,-5.041388896,0.02817,H2O,TRAPPIST-1,4.828061561,0.8409917709,0.9466539186,0.9340361406,0.94920,0.91363,260.1146083,0.9491248887,0.8375324507,0.891621141,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,48.16,96.89
TOI-700 d,Confirmed,2.2597713,0.00711,0.416,0.42,3480,31.127,1.165361773,1.165361773,0.1062,0.3,97.09583334,-65.57944447,0.163,,TOI-700,7.872099216,1.392487295,0.9236331891,0.8234881405,0.88114,0.83595,276.3853062,0.9794206304,0.8862726055,0.8837016923,12.77030686,-28.12515994,-3.845096899,1.69,-1.14,,44.90,90.37
K2-3 d,Confirmed,2.8000823,0.00881,0.6,0.56,3896,45,1.481392085,1.481392085,0.135,0.3,172.334946,-1.454787,0.2086,,K2-3,4.748638525,1.374800778,0.8059991859,0.9257833802,0.90238,0.84218,311.5532383,0.9607153514,0.8420352689,0.8716840137,6.0002435,-0.1523838694,-44.59791315,3.01,-0.03,,40.16,80.89
TRAPPIST-1 c,Confirmed,1.3793822,0.00434,0.08,0.117,2560,12.1,1.033792209,1.033792209,0.09421,0.3,346.6208333,-5.041388896,0.01521,H2O,TRAPPIST-1,6.88324498,1.155087974,0.9833846303,0.8891940745,0.93463,0.92804,343.164847,0.9125983532,0.7547933351,0.8399118235,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,28.83,58.23
K2-18 b,Confirmed,8.9214881,0.02807,0.36,0.41,3457,38.07,2.315360962,2.315360962,0.211,0.3,172.560455,7.588391,0.1429,"CH4, H2O, NH3",K2-18,3.96268504,1.962902273,0.6032525638,0.8366550821,0.78705,0.67501,288.2735373,0.9995253343,0.8703304008,0.8276455528,4.886134617,0.6509419478,-37.74952798,3.01,0.13,,24.93,50.41
K2-239 d,Confirmed,1.303103,0.0041,0.4,0.36,3420,49,1.075380921,1.075380921,0.098,0.3,160.594299,4.441349,0.0685,,K2-239,5.776970346,1.100772547,0.9636785133,0.9763470322,0.97692,0.95203,375.8093948,0.8677189635,0.6616152311,0.8039558666,16.23160585,1.260737977,-46.21629054,2.80,0.08,,18.13,36.80
TRAPPIST-1 g,Confirmed,1.3412426,0.00422,0.08,0.117,2560,12.1,1.102814107,1.102814107,0.1005,0.3,346.6208333,-5.041388896,0.0451,H2O,TRAPPIST-1,5.513263814,1.10278765,0.9511064212,0.9997039158,0.98566,0.95112,211.8650902,0.8476890839,0.6196724525,0.7815276386,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,12.59,25.71
TRAPPIST-1 f,Confirmed,0.667443,0.0021,0.08,0.117,2560,12.1,1.0230384,1.0230384,0.09323,0.3,346.6208333,-5.041388896,0.0371,H2O,TRAPPIST-1,3.436740578,0.8077007842,0.9886119807,0.7682665095,0.86563,0.89362,230.5167507,0.8891390699,0.6926747081,0.774337488,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,10.99,22.52
K2-239 c,Confirmed,0.889924,0.0028,0.4,0.36,3420,49,0.9766214483,0.9766214483,0.089,0.3,160.594299,4.441349,0.0576,,K2-239,5.267232877,0.954558857,0.9881724689,0.9774740766,0.98454,0.97675,407.1124165,0.8286429452,0.5870424867,0.7602415257,16.23160585,1.260737977,-46.21629054,2.80,0.08,,8.13,16.79
TOI-237 b,Confirmed,2.86047,0.009,0.179,0.211,3212,38.11,1.410065799,1.410065799,0.1285,0.3,353.2416667,-29.41500002,0.0341,,TOI-237,5.625066163,1.42425709,0.8298528616,0.9896663243,0.94298,0.82500,382.4068097,0.8591798169,0.6121424646,0.7597612894,-3.906690757,2.202654809,37.845187,6.17,-0.51,,8.04,16.61
LHS 1140 c,Confirmed,1.8084527,0.00569,0.146,0.186,3131,12.47,1.255013427,1.255013427,0.11437,0.3,11.24583335,-15.2713889,0.02675,,LHS 1140,5.043945806,1.200380058,0.886912679,0.955840763,0.94331,0.90893,394.1517184,0.844386937,0.6033052506,0.7543878923,2.346014695,-0.6405379908,12.23056933,0.20,-0.27,,7.04,14.62
K2-155 d,Confirmed,4.894582,0.0154,0.65,0.58,4258,82,1.865456699,1.865456699,0.17,0.3,65.468697,21.3536,0.1937,,K2-155,4.156889359,1.619774654,0.6979690186,0.8600262617,0.83264,0.76342,354.9821897,0.8958257464,0.6693785596,0.7465595113,69.47714061,27.1629081,34.04560701,1.14,0.37,,5.68,11.89
TOI-2257 b,Confirmed,5.689157,0.0179,0.33,0.311,3430,57.7911,2.14790879,2.14790879,0.19574,0.3,194.7416667,77.66166669,0.145,,TOI-2257,3.165255613,1.627441636,0.6353424237,0.7297204265,0.74241,0.76120,251.5618744,0.9324671972,0.7478277245,0.7451157869,-3.142351377,-14.36594042,-55.88878799,3.40,1.36,,5.44,11.41
TOI-712 d,Confirmed,7.500788,0.0236,0.732,0.674,4622,58.62,2.422021192,2.422021192,0.22072,0.3,92.93750002,-65.82583336,0.3405,,TOI-712,2.91059279,1.759761683,0.5844499166,0.691303537,0.70428,0.72470,316.8177657,0.9523529775,0.7796536364,0.7410094443,23.97403548,-53.40904002,-3.004075091,1.62,-1.15,,4.78,10.09
TRAPPIST-1 b,Confirmed,0.858141,0.0027,0.08,0.117,2560,12.1,1.063200586,1.063200586,0.09689,0.3,346.6208333,-5.041388896,0.01111,H2O,TRAPPIST-1,3.93660106,0.8983821275,0.9693676969,0.833442851,0.89912,0.94647,396.4211925,0.8415870319,0.6062669851,0.7383135862,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,4.36,9.25
K2-286 b,Confirmed,6.801562,0.0214,0.64,0.62,3926,76.32,2.052002369,2.052002369,0.187,0.3,233.369568,-16.773256,0.1768,,K2-286,4.339937371,1.820559104,0.6553074861,0.8812111606,0.82852,0.70908,354.2722065,0.8968160137,0.6543129803,0.7362835471,-58.64106229,17.67491774,-45.53641945,4.07,-0.29,,4.06,8.64
Kepler-538 b,Confirmed,10.5996305,0.03335,0.89,0.87,5547,156.66,2.172708391,2.172708391,0.198,0.3,297.486901,49.623455,0.4669,,Kepler-538,5.697636993,2.208686229,0.6303762444,0.9832581129,0.86889,0.62331,363.972396,0.8834729868,0.5998258776,0.7219284261,-90.02955239,-105.8721463,72.30576693,5.19,0.87,,2.09,4.70
TOI-1266 c,Confirmed,6.388383,0.0201,0.45,0.42,3600,36.05,1.527479838,1.527479838,0.1392,0.3,197.9958334,65.83361113,0.1058,,TOI-1266,9.882637379,2.045017884,0.791302059,0.7159266946,0.78232,0.65681,346.365436,0.9079939848,0.65941002,0.7182388406,-4.559586011,-10.16147753,-34.28639745,3.46,1.15,,1.65,3.81
LTT 3780 c,Confirmed,8.486061,0.0267,0.401,0.374,3360,21.981,2.249521314,2.249521314,0.205,0.3,154.6458333,-11.71777779,0.077,,LTT 3780,4.110022381,1.942215427,0.6154752676,0.8544725195,0.80054,0.67976,356.6137267,0.8935583841,0.6382009123,0.7147768256,9.216377578,-1.911602541,-19.86374892,2.70,-0.20,,1.25,3.01
TOI-700 b,Confirmed,1.2903898,0.00406,0.416,0.42,3480,31.127,0.9886920505,0.9886920505,0.0901,0.3,97.09583334,-65.57944447,0.0637,,TOI-700,7.361158503,1.142402962,0.994313876,0.8561777867,0.91879,0.93353,424.1294525,0.8088417042,0.5401126595,0.7044499381,12.77030686,-28.12515994,-3.845096899,1.69,-1.14,,0.18,0.88
K2-240 c,Confirmed,4.608535,0.0145,0.58,0.54,3810,70,1.766697227,1.766697227,0.161,0.3,227.849609,-17.875217,0.1159,,K2-240,4.607707295,1.615064095,0.7228835814,0.910820438,0.86722,0.76480,392.7311516,0.8461490247,0.5712397423,0.7038412468,-49.39180343,15.92952816,-46.97552434,3.98,-0.31,,0.13,0.76
LHS 1140 b,Confirmed,6.9795468,0.02196,0.146,0.186,3131,12.47,1.690652433,1.690652433,0.15407,0.3,11.24583335,-15.2713889,0.0936,,LHS 1140,7.962924476,2.031776,0.7433141403,0.8179367457,0.82526,0.65968,224.6732738,0.8764774186,0.5984297155,0.7027505051,2.346014695,-0.6405379908,12.23056933,0.20,-0.27,,0.03,0.56
GJ 273 c,Confirmed,1.1886842,0.00374,0.29,0.293,3382,3.8,0,1.048499477,,0.3,111.8520417,5.225777789,0.036,,GJ 273,5.685520238,1.064727612,0.9763243887,0.9843222795,0.98483,0.96865,455.5600783,0.7746515941,0.4850264686,0.6911369564,3.512303153,0.321237991,-1.414401893,1.95,0.09,,,
TOI-270 d,Confirmed,5.40311,0.017,0.4,0.38,3386,22.453,2.084922193,2.084922193,0.19,0.3,68.41666668,-51.95611114,0.0733,,TOI-270,3.286870754,1.609779378,0.6483145684,0.747281811,0.75626,0.76635,370.0411544,0.8753251923,0.6283503683,0.6893463666,12.86679481,-16.44276913,8.259427566,1.19,-0.91,,,
L 98-59 d,Confirmed,1.938763,0.0061,0.32,0.291,3500,10.623,1.489073377,1.489073377,0.1357,0.3,122.5333333,-68.31305557,0.0486,,L 98-59,3.237313815,1.141021146,0.8035118686,0.7401846747,0.79987,0.93413,407.7470847,0.8278870479,0.5764776836,0.6790490185,3.309565063,-8.322089056,-5.712945111,2.14,-1.19,,,
EPIC 212737443 c,Confirmed,9.630249,0.0303,0.69,0.67,4684,347.45,2.633585928,2.633585928,0.24,0.3,204.221695,-7.318144,0.28,,EPIC 212737443,2.906721426,1.91220475,0.5504204496,0.6907015877,0.69202,0.68676,349.580292,0.9034156282,0.6604032975,0.6760266051,-141.3865761,18.15754795,-316.8621815,3.56,-0.13,,,
LTT 1445A b,Confirmed,2.8700049,0.00903,0.256,0.27,3340,6.9,1.277618373,1.277618373,0.11643,0.3,45.46250002,-16.59333335,0.03813,,LTT 1445A,7.58730542,1.498753208,0.8781102328,0.8413944431,0.87859,0.80040,422.0122724,0.811253583,0.5160648895,0.6733568738,4.713444684,-1.404541736,4.839493953,0.79,-0.29,,,
K2-239 b,Confirmed,1.398452,0.0044,0.4,0.36,3420,49,1.075380921,1.075380921,0.098,0.3,160.594299,4.441349,0.0441,,K2-239,6.199675493,1.140333807,0.9636785133,0.9411020832,0.95789,0.93443,460.9856188,0.7690401331,0.4693422944,0.6705065236,16.23160585,1.260737977,-46.21629054,2.80,0.08,,,
Kepler-22 b,Confirmed,35.91479,0.113,0.97,0.98,5518,190,2.326334236,2.326334236,0.212,0.3,289.217484,47.884464,0.849,,Kepler-22,15.72770553,3.92907203,0.6012624883,0.5188884451,0.60897,0.40576,291.4842927,0.9939872526,0.7171089854,0.6608326812,-120.3189635,-133.0870719,62.5394141,5.05,0.84,,,
K2-3 c,Confirmed,2.1389959,0.00673,0.6,0.56,3896,45,1.810590326,1.810590326,0.165,0.3,172.334946,-1.454787,0.1405,,K2-3,1.986816418,1.086886662,0.7115942803,0.5300427028,0.64624,0.95837,373.0674518,0.8713180455,0.6708553898,0.6584317059,6.0002435,-0.1523838694,-44.59791315,3.01,-0.03,,,
TOI-700 c,Confirmed,7.913967,0.0249,0.416,0.42,3480,31.127,2.574330245,2.574330245,0.2346,0.3,97.09583334,-65.57944447,0.0925,,TOI-700,2.557465786,1.753292475,0.559545387,0.6340196175,0.66414,0.72640,357.0677625,0.8929294464,0.6519165574,0.657998661,12.77030686,-28.12515994,-3.845096899,1.69,-1.14,,,
TOI-776 c,Confirmed,6.102336,0.0192,0.544,0.538,3709,27.19,2.01688789,2.01688789,0.1838,0.3,178.575,-37.55277779,0.1,,TOI-776,4.1007115,1.739388363,0.66293481,0.8533627297,0.81710,0.73009,409.4483671,0.825867587,0.5252448616,0.6551168286,0.5360632773,-0.4121209083,-27.18159106,3.12,-0.66,,,
Kepler-413 (AB) b,Confirmed,67.06213,0.211,1.3623,0.7761,4700,,4.258727911,4.258727911,0.3881,0.3,288.5125,51.1625,0.3553,,Kepler-413 (AB),4.786808303,3.968150229,0.3803201143,0.9297654501,0.73017,0.40256,336.3823994,0.9225115899,0.580715951,0.6511679814,0,0,0,5.04,0.89,,,
TRAPPIST-1 h,Confirmed,0.33086103,0.001041,0.08,0.117,2560,12.1,0.7395987148,0.7395987148,0.0674,0.3,346.6208333,-5.041388896,0.063,H2O,TRAPPIST-1,4.508847519,0.6688274911,0.8503095668,0.9000730893,0.90254,0.80155,183.8747423,0.7793370817,0.4616258648,0.6454745216,-2.789038185,0.2460394977,11.77160697,6.05,-0.09,,,
TOI-2136 b,Confirmed,4.703884,0.0148,0.34,0.34,3342,33.36,2.046515732,2.046515732,0.1865,0.3,281.175,36.56305558,0.054,,TOI-2136,3.025657156,1.516038181,0.6564876653,0.7089453338,0.73788,0.79490,399.8739466,0.8373627216,0.562391148,0.6441884512,-26.28677592,-19.49599682,6.46537852,4.91,0.64,,,
TOI-712 c,Confirmed,8.708542,0.0274,0.732,0.674,4622,58.62,2.644559203,2.644559203,0.241,0.3,92.93750002,-65.82583336,0.2447,,TOI-712,2.595935776,1.814619023,0.548763208,0.6405024287,0.66407,0.71058,368.3355414,0.8775998917,0.616397739,0.6397896173,23.97403548,-53.40904002,-3.004075091,1.62,-1.15,,,
K2-133 d,Confirmed,8.26358,0.026,0.46,0.46,3655,75.2,1.964216171,1.964216171,0.179,0.3,70.148567,25.010006,0.07487,,K2-133,6.011858687,2.051062327,0.6747146242,0.9564429056,0.87287,0.65551,429.5922878,0.8026842119,0.4671780095,0.6385826422,64.0991418,29.90355002,25.53659565,1.22,0.44,,,
CD Cet b,Confirmed,3.9538052,0.01244,0.161,0.175,3130,8.609,0,1.457411471,,0.3,48.34583334,4.774722244,0.0185,,CD Cet,7.041693085,1.647046738,0.813864517,0.8779692051,0.87957,0.75556,454.6021753,0.7756508386,0.4462341652,0.6264923809,6.410064854,0.5354203561,5.721824413,0.84,0.08,,,
LTT 1445A c,Confirmed,1.5414755,0.00485,0.256,0.27,3340,6.9,1.1228952,1.1228952,0.10233,0.3,45.46250002,-16.59333335,0.0266,,LTT 1445A,6.002433051,1.17162352,0.9421096246,0.9572259791,0.96042,0.92097,499.3450562,0.7315725112,0.4062225207,0.6246155993,4.713444684,-1.404541736,4.839493953,0.79,-0.29,,,
TOI-1266 b,Confirmed,15.8915,0.05,0.45,0.42,3600,36.05,2.319750272,2.319750272,0.2114,0.3,197.9958334,65.83361113,0.0736,,TOI-1266,7.018585002,2.617286168,0.6024549549,0.8795885567,0.80811,0.55290,409.3088327,0.8260328466,0.476814012,0.6207383001,-4.559586011,-10.16147753,-34.28639745,3.46,1.15,,,
TOI-1231 b,Confirmed,15.414755,0.0485,0.485,0.476,3562,27.4932,3.572898242,3.572898242,0.3256,0.3,156.7458334,-52.46777779,0.1288,,TOI-1231,1.863301178,2.077052005,0.4373593931,0.5054184369,0.54839,0.64997,332.025893,0.9289934606,0.7002749942,0.6196985123,6.612709079,-8.607822592,-25.2597212,2.74,-0.92,,,
TOI-2285 b,Confirmed,19.514762,0.0614,0.454,0.464,3491,42.409,1.703052233,1.703052233,0.1552,0.3,332.5625,58.70611113,0.1363,,TOI-2285,21.78149722,3.384987166,0.7399043109,0.4037887666,0.56495,0.45610,314.0963331,0.9566575452,0.6714013688,0.615878276,-10.15027252,-16.6982774,37.63858101,5.80,1.02,,,
G 9-40 b,Confirmed,5.08528,0.016,0.29,0.31,3348,27.93,1.986162721,1.986162721,0.181,0.3,134.718109,21.076048,0.0385,,G 9-40,3.578316629,1.60007155,0.6697558663,0.7874542173,0.78499,0.76921,449.0256887,0.7815195709,0.4585828912,0.5999876351,18.51877192,7.136906515,-19.65208772,2.35,0.37,,,
L 98-59 c,Confirmed,2.2184534,0.00698,0.32,0.291,3500,10.623,1.355857822,1.355857822,0.12356,0.3,122.5333333,-68.31305557,0.0304,,L 98-59,4.90700197,1.279108723,0.8489476663,0.9421140524,0.92444,0.87754,507.6199558,0.7239637414,0.3879293595,0.5988451505,3.309565063,-8.322089056,-5.712945111,2.14,-1.19,,,
Kepler-11 g,Confirmed,25.10857,0.079,0.96,1.06,5663,658.59,3.259062586,3.259062586,0.297,0.3,297.115123,41.909138,0.466,,Kepler-11,3.999007807,2.775581731,0.4695869008,0.8410988587,0.73491,0.52972,406.7135599,0.8291186948,0.4746317168,0.5906014223,-436.2574825,-391.5570621,300.1720577,5.19,0.73,,,
Kepler-167 d,Confirmed,1.90698,0.006,0.77,0.73,4890,330,1.174140393,1.174140393,0.107,0.3,292.658441,38.345413,0.1405,,Kepler-167,6.495228379,1.274390237,0.9199037958,0.9179333914,0.93276,0.87936,521.6282656,0.7114376122,0.3697596245,0.5872797479,-238.8381664,-188.9305863,127.1281393,5.11,0.67,,,
GJ 143 b,Confirmed,22.693062,0.0714,0.76,0.73,4640,16.33,2.555675678,2.555675678,0.2329,0.3,51.74583335,-63.49916669,0.1932,,GJ 143,7.495217756,2.979772178,0.562480997,0.8473522095,0.77677,0.50254,427.8144615,0.8046777915,0.4286428138,0.5770258293,5.721980213,-11.47609884,10.11073677,0.90,-1.11,,,
K2-263 b,Confirmed,14.810878,0.0466,0.88,0.85,5368,163.23,2.359254061,2.359254061,0.215,0.3,129.682388,15.680626,0.2573,,K2-263,6.218205142,2.505488581,0.5953702709,0.9396152154,0.83434,0.57053,460.3351233,0.7697086266,0.3958667551,0.574706117,120.9459159,33.95224003,-104.2274614,2.26,0.27,,,
TOI-776 b,Confirmed,4.6593878,0.01466,0.544,0.538,3709,27.19,1.791935759,1.791935759,0.1633,0.3,178.575,-37.55277779,0.0652,,TOI-776,4.464470162,1.612473523,0.7163488608,0.8951794109,0.85700,0.76556,499.9253682,0.7310337035,0.3799948236,0.5706634267,0.5360632773,-0.4121209083,-27.18159106,3.12,-0.66,,,
Kepler-37 d,Confirmed,5.40311,0.017,0.87,0.79,5417,64.04,1.898376523,1.898376523,0.173,0.3,284.05966,44.518131,0.2109,,Kepler-37,4.354167387,1.687019523,0.6900414712,0.8828251217,0.84163,0.74432,492.4223415,0.7380619049,0.3864511414,0.5703067211,-44.29445884,-43.55560477,15.55737154,4.96,0.78,,,
Kepler-20 d,Confirmed,10.0688544,0.03168,0.95,0.96,5495,284.88,2.688452302,2.688452302,0.245,0.3,287.698004,42.338726,0.3506,,Kepler-20,2.856810467,1.935210642,0.542232849,0.6828911635,0.68489,0.68138,431.0532818,0.8010532941,0.4708711568,0.5678865052,-200.6103221,-182.7893586,86.60348385,5.02,0.74,,,
GJ 357 b,Confirmed,2.08687178,0.006566,0.342,0.337,3505,9.444,1.142427629,1.142427629,0.10411,0.3,144.0068219,-21.66079954,0.033,,GJ 357,7.716458904,1.351521364,0.933520448,0.8331784101,0.88937,0.85051,524.0270397,0.709335985,0.3624644618,0.5677704422,5.158213275,-2.048615468,-7.641017372,2.51,-0.38,,,
TOI-270 b,Confirmed,1.90698,0.006,0.4,0.38,3386,22.453,1.22077681,1.22077681,0.11125,0.3,68.41666668,-51.95611114,0.0306,,TOI-270,5.778906928,1.249810919,0.9005857728,0.9761795425,0.95816,0.88896,556.2871375,0.6822323525,0.3302026373,0.5624828537,12.86679481,-16.44276913,8.259427566,1.19,-0.91,,,
Kepler-411 d,Confirmed,15.1986306,0.04782,0.87,0.82,4974,153.59,3.248089311,3.248089311,0.296,0.3,287.605582,49.523262,0.279,,Kepler-411,2.445281979,2.163105142,0.4707998946,0.6147568333,0.62189,0.63229,406.1103828,0.8298391931,0.5061903116,0.5610663792,-95.03141188,-111.359006,46.45525427,5.02,0.86,,,
Kepler-26 c,Confirmed,6.2008633,0.01951,0.54,0.51,3914,338.55,2.666505752,2.666505752,0.243,0.3,284.940997,46.56654,0.107,,Kepler-26,1.803154571,1.524909947,0.5454784842,0.4931263393,0.57639,0.79211,406.8935781,0.8289039043,0.5460106487,0.5609933155,-224.8879997,-237.534371,87.28638321,4.97,0.81,,,
Kepler-150 f,Confirmed,8.994589,0.0283,,0.94,5560,914.4,3.566314278,3.566314278,0.325,0.3,288.234084,40.520905,1.24,,Kepler-150,1.093278635,1.588072175,0.4379900021,0.331132062,0.43754,0.77278,243.5170659,0.9163094904,0.7160056667,0.5597153375,-660.1948754,-564.2764114,286.1157424,5.03,0.71,,,
GJ 1132 b,Confirmed,1.6590726,0.00522,0.181,0.207,3270,12.04,1.135733931,1.135733931,0.1035,0.3,153.7166667,-47.15666668,0.0154,"CO2, H2, N2, O2",GJ 1132,6.243727812,1.208603301,0.9364462354,0.9375748849,0.94819,0.90555,558.7827536,0.6802216951,0.32962044,0.5590555573,3.625356131,-3.909093885,-10.79524793,2.68,-0.82,,,
HD 260655 c,Confirmed,3.0893076,0.00972,0.439,0.439,3803,9.9976,1.500814781,1.500814781,0.13677,0.3,99.29583334,17.56472225,0.04749,,HD 260655,5.038348832,1.434684507,0.7997393551,0.9552867301,0.91561,0.82146,539.9906545,0.6956600257,0.3391511714,0.5572532297,9.406306032,2.977482901,-1.614932869,1.73,0.31,,,
TOI-270 c,Confirmed,6.610864,0.0208,0.4,0.38,3386,22.453,2.369130008,2.369130008,0.2159,0.3,68.41666668,-51.95611114,0.0472,,TOI-270,2.740942447,1.670413709,0.5936250591,0.6643949984,0.69255,0.74895,453.7526917,0.7765391437,0.4462865102,0.5559444792,12.86679481,-16.44276913,8.259427566,1.19,-0.91,,,
K2-146 c,Confirmed,7.4944314,0.02358,0.33,0.33,3385,79.31,2.139788567,2.139788567,0.195,0.3,130.026779,19.092878,0.034,,K2-146,4.2172998,1.871428737,0.6369855669,0.8671059568,0.81479,0.69652,495.1370151,0.7355034801,0.3739362651,0.5519777416,57.39030506,19.86518612,-51.00787552,2.27,0.33,,,
K2-3 b,Confirmed,6.4805537,0.02039,0.6,0.56,3896,45,2.128815292,2.128815292,0.194,0.3,172.334946,-1.454787,0.0775,,K2-3,3.703450503,1.744722843,0.639219581,0.8039225916,0.78325,0.72867,491.9200649,0.7385372244,0.3842775317,0.5486210141,6.0002435,-0.1523838694,-44.59791315,3.01,-0.03,,,
GJ 3929 b,Confirmed,1.2109323,0.00381,0.309,0.35,3369,15.83,1.125857984,1.125857984,0.1026,0.3,239.5791667,35.40666668,0.02569,,GJ 3929,4.678185106,1.037068652,0.9407966171,0.9183549489,0.93898,0.98180,578.4760877,0.6647615649,0.3180141034,0.5464515498,-11.12612672,-7.908875265,-8.015478541,4.18,0.62,,,
Kepler-138 b,Confirmed,0.0667443,0.00021,0.52,0.44,3841,66.99,0.5157439109,0.5157439109,0.047,0.3,290.381547,43.292973,0.0746,,Kepler-138,2.68237955,0.3597322861,0.6805158935,0.6548474797,0.71449,0.52912,441.439467,0.7896474293,0.4140790912,0.5439244703,-45.70652708,-43.06106984,23.33061822,5.07,0.76,,,
K2-266 e,Confirmed,14.2991717,0.04499,0.69,0.7,4285,77.16,2.677479027,2.677479027,0.244,0.3,157.93544,0.937571,0.1249,,K2-266,4.107154336,2.310903353,0.5438508243,0.8541308982,0.77264,0.60406,477.4281911,0.7525199708,0.3791966796,0.541278677,28.98135763,0.4742846025,-71.5088915,2.76,0.02,,,
K2-285 e,Confirmed,10.7013361,0.03367,0.83,0.79,4975,155.65,1.909349798,1.909349798,0.174,0.3,349.384277,1.30029,0.18041,,K2-285,8.475979158,2.367367239,0.6874388228,0.7879319621,0.79110,0.59394,489.1779709,0.7411429834,0.3612729236,0.53460657,-28.66662722,-0.6506819459,152.9860242,6.10,0.02,,,
K2-133 c,Confirmed,3.1783,0.01,0.46,0.46,3655,75.2,1.569178282,1.569178282,0.143,0.3,70.148567,25.010006,0.04341,,K2-133,4.535095075,1.423150011,0.778459017,0.902947168,0.88162,0.82537,554.7786057,0.6834535145,0.3233444794,0.533916689,64.0991418,29.90355002,25.53659565,1.22,0.44,,,
TOI-2406 b,Confirmed,9.089938,0.0286,0.162,0.202,3100,55.6,2.878289954,2.878289954,0.2623,0.3,8.804166671,-3.370555566,0.0228,,TOI-2406,2.101675541,1.777061961,0.5156911999,0.5522241534,0.60265,0.72019,436.9815038,0.794503028,0.4692152864,0.5317622218,8.495287393,-0.5003320455,54.94487929,0.15,-0.06,,,
HD 219134 f,Confirmed,6.610864,0.0208,0.794,0.778,4699,6.55,0,1.677840808,,0.3,348.3208333,57.16833334,0.139,,HD 219134,7.716392996,1.984920494,0.7468703867,0.8331825618,0.83459,0.67003,520.3346232,0.7125761825,0.3377017901,0.5308870407,-0.7188800816,-1.114130735,6.414391953,6.08,1.00,,,
TOI-178 f,Confirmed,7.7200907,0.02429,0.65,0.651,4316,63,2.238877237,2.238877237,0.20403,0.3,7.300000004,-30.45361112,0.1039,,TOI-178,3.792625273,1.856886855,0.6174979333,0.8153881644,0.78147,0.70006,506.5065487,0.7249782912,0.3598360662,0.5302832178,6.900689246,-4.057294565,62.48934988,0.13,-0.53,,,
HD 69830 d,Confirmed,80.379207,0.2529,0.86,0.895,5385,12.6,0,6.815138487,,0.3,124.5958333,-12.6319444,0.63,,HD 69830,1.4,3.43418666,0.2559135712,0.4052098408,0.41823,0.45104,313.0946537,0.9582517437,0.6718986111,0.5301021493,10.12098321,-2.26823326,-7.154076925,2.17,-0.22,,,
LHS 1678 c,Confirmed,0.3909309,0.00123,0.345,0.329,3490,19.89,0.9613685965,0.9613685965,0.08761,0.3,68.17898663,-39.79087441,0.0331,,LHS 1678,2.425708327,0.6376676938,0.9803038533,0.6113400914,0.76419,0.77875,515.3042517,0.7170384058,0.3622036862,0.5261093302,14.1881399,-11.81728458,7.393278785,1.19,-0.69,,,
LHS 1478 b,Confirmed,2.3296939,0.00733,0.236,0.246,3381,18.21,1.213644182,1.213644182,0.1106,0.3,44.32500001,76.55361113,0.01848,,LHS 1478,7.185104723,1.385457229,0.9034875688,0.86805113,0.90066,0.83841,574.0846305,0.6681478588,0.3052143352,0.524302881,2.958740686,12.37504126,13.0272141,0.77,1.34,,,
TOI-122 b,Confirmed,8.803891,0.0277,0.312,0.334,3403,62.23,2.66321377,2.66321377,0.2427,0.3,332.9458333,-58.94500003,0.0392,,TOI-122,2.569596598,1.81812482,0.5459686837,0.6360705184,0.66064,0.70969,468.1238205,0.7617799948,0.4151250125,0.5236890722,-14.60104148,24.24746018,55.42060233,5.81,-1.03,,,
K2-174 b,Confirmed,9.185287,0.0289,0.7,0.68,4455,100.1,2.54579973,2.54579973,0.232,0.3,60.792843,16.347446,0.126,,K2-174,3.069222665,1.899431466,0.5640476485,0.715501342,0.71014,0.68979,486.4798475,0.7437249682,0.3844071803,0.5224762362,83.84111507,24.59224071,48.84566635,1.06,0.29,,,
